"sigla_fiscal","ano_mes","notif_total","num_RMO","aux_viagens_totais","classe_1","classe_2","classe_3","classe_4","classe_5","classe_6","classe_7","classe_8"
"AAR","2018/01",106,144,51,0,2,43,44,0,55,0,0
"ADO","2018/01",152,193,191,0,3,57,68,1,58,0,1
"AEP","2018/01",123,200,0,0,81,0,119,0,0,0,0
"AFL","2018/01",158,114,0,0,8,4,54,1,16,28,3
"AMS","2018/01",28,33,32,0,0,7,0,0,26,0,0
"AMV","2018/01",193,304,70,0,0,160,69,0,75,0,0
"APB","2018/01",102,177,4,0,0,74,98,1,4,0,0
"CAC","2018/01",33,36,0,0,0,0,9,0,27,0,0
"CPL","2018/01",117,258,127,0,4,136,93,2,23,0,0
"CRC","2018/01",46,42,29,0,0,7,9,1,25,0,0
"DNR","2018/01",52,117,38,0,1,68,0,0,43,3,2
"ENL","2018/01",136,166,65,0,21,43,0,4,98,0,0
"FNB","2018/01",26,22,5,0,1,2,9,2,6,1,1
"FSG","2018/01",212,446,0,0,0,237,209,0,0,0,0
"HFP","2018/01",80,118,97,0,2,45,0,0,68,3,0
"HSS","2018/01",135,219,31,0,7,80,98,0,34,0,0
"JLM","2018/01",124,230,201,0,0,106,104,4,11,2,3
"JTA","2018/01",29,71,55,1,1,33,4,3,29,0,0
"KPC","2018/01",114,181,166,0,1,69,29,10,72,0,0
"LAF","2018/01",25,39,30,0,0,6,8,0,25,0,0
"LJS","2018/01",5,5,1,0,0,0,0,0,4,1,0
"LMV","2018/01",110,127,112,0,0,20,41,0,66,0,0
"LRR","2018/01",111,109,53,0,26,25,3,0,50,3,2
"MCG","2018/01",151,228,190,0,1,76,80,7,61,3,0
"MEM","2018/01",79,116,44,0,23,12,5,14,62,0,0
"MLS","2018/01",62,101,95,0,0,57,0,4,40,0,0
"MMM","2018/01",41,74,0,0,5,27,0,1,36,4,1
"MRS","2018/01",100,152,109,0,4,52,57,1,38,0,0
"MZA","2018/01",143,199,189,0,3,59,123,0,14,0,0
"RDB","2018/01",17,11,0,0,0,6,5,0,0,0,0
"RNN","2018/01",91,113,69,0,5,44,0,1,62,1,0
"RRC","2018/01",159,327,228,0,2,171,136,1,16,0,1
"TOS","2018/01",30,53,0,0,0,19,0,0,33,1,0
"TSF","2018/01",76,55,0,0,2,2,4,8,8,27,4
"VBS","2018/01",225,239,0,13,225,0,0,0,1,0,0
"AAR","2018/02",170,144,63,0,0,19,0,1,121,0,1
"ADO","2018/02",142,173,95,0,9,48,54,0,62,0,0
"AEP","2018/02",207,285,0,0,96,0,189,0,0,0,0
"AFL","2018/02",105,77,0,0,4,7,17,1,16,31,1
"AMS","2018/02",119,159,98,0,1,31,52,4,63,8,0
"AMV","2018/02",103,125,26,0,1,62,9,0,53,0,0
"APB","2018/02",194,292,70,0,1,109,128,1,47,5,0
"CAC","2018/02",16,33,21,0,0,4,0,5,18,3,3
"CHG","2018/02",30,52,3,0,4,17,0,0,30,0,1
"CPL","2018/02",65,144,106,0,5,78,34,1,26,0,0
"CRC","2018/02",82,109,84,0,4,30,10,0,65,0,0
"DNR","2018/02",73,72,50,0,0,15,1,2,47,5,2
"ENL","2018/02",99,86,38,0,1,17,1,4,52,7,4
"FNB","2018/02",1,3,1,0,0,1,0,1,0,0,1
"FSG","2018/02",108,91,0,0,6,24,2,0,59,0,0
"HFP","2018/02",51,60,26,0,0,9,2,0,43,4,2
"HSS","2018/02",85,154,19,0,4,70,37,1,39,0,3
"IFM","2018/02",56,155,102,0,0,97,42,1,15,0,0
"JLM","2018/02",147,195,188,0,0,29,116,24,22,3,1
"JTA","2018/02",16,38,22,0,0,17,10,5,5,1,0
"KPC","2018/02",59,124,123,0,1,66,14,3,40,0,0
"LAF","2018/02",62,100,100,0,0,39,0,0,61,0,0
"LJS","2018/02",30,75,22,0,1,46,10,0,17,0,1
"LMV","2018/02",105,131,127,0,1,29,21,0,80,0,0
"LRR","2018/02",75,69,34,0,1,16,2,1,44,5,0
"MCG","2018/02",130,181,173,0,1,54,101,1,18,3,3
"MEM","2018/02",32,46,37,0,0,0,5,11,23,7,0
"MLS","2018/02",112,199,102,0,1,86,55,4,52,1,0
"MMM","2018/02",49,57,0,0,0,12,1,2,33,9,0
"MRS","2018/02",60,107,71,1,1,50,7,0,48,0,0
"MZA","2018/02",13,30,27,0,1,16,1,1,11,0,0
"RDB","2018/02",6,4,0,0,0,4,0,0,0,0,0
"RNN","2018/02",55,69,0,0,2,16,0,4,45,0,2
"RRC","2018/02",108,214,117,0,0,111,77,2,21,1,2
"TOS","2018/02",22,82,8,0,2,22,22,13,22,1,0
"TSF","2018/02",69,51,0,0,0,4,0,5,14,21,7
"VBS","2018/02",345,357,2,7,338,2,0,2,7,1,0
"AAR","2018/03",215,132,0,0,0,12,0,0,120,0,0
"ADO","2018/03",81,112,96,0,5,29,16,5,31,3,23
"AEP","2018/03",235,281,0,0,65,0,216,0,0,0,0
"AFL","2018/03",73,64,0,0,1,5,11,7,15,24,1
"AMS","2018/03",64,118,101,1,3,34,14,1,49,2,13
"AMV","2018/03",153,143,17,0,0,30,4,0,107,1,1
"APB","2018/03",327,570,27,0,1,244,287,1,35,1,0
"CAC","2018/03",95,112,89,0,0,23,14,6,67,1,1
"CHG","2018/03",49,86,42,0,3,32,1,3,46,0,0
"CPL","2018/03",76,134,121,0,0,51,10,1,29,0,42
"CRC","2018/03",66,90,26,0,0,30,0,1,57,1,1
"DNR","2018/03",64,94,51,0,1,24,1,5,55,6,2
"ENL","2018/03",144,148,93,0,1,32,12,0,74,11,18
"FNB","2018/03",16,10,5,0,1,1,0,1,6,1,0
"FSG","2018/03",143,246,30,0,0,115,53,1,29,0,48
"HFP","2018/03",85,110,34,0,3,27,1,2,72,1,2
"HSS","2018/03",148,281,31,0,0,127,95,0,27,0,32
"IFM","2018/03",30,60,31,0,2,21,13,6,18,0,0
"JLM","2018/03",54,103,43,0,2,8,22,11,24,5,31
"JTA","2018/03",128,179,0,0,70,0,106,0,1,2,0
"KPC","2018/03",110,171,171,0,1,69,6,3,92,0,0
"LAF","2018/03",43,74,21,0,3,28,3,1,28,11,0
"LJS","2018/03",130,195,27,0,0,95,23,0,76,1,0
"LMV","2018/03",74,96,71,0,1,22,3,2,66,2,0
"LRR","2018/03",76,84,27,0,1,13,4,3,48,15,0
"MCG","2018/03",75,107,5,0,0,33,1,11,57,3,2
"MEM","2018/03",31,55,19,0,11,7,1,16,18,2,0
"MLS","2018/03",97,145,79,0,0,59,0,3,78,5,0
"MMM","2018/03",65,78,0,0,0,20,0,1,43,13,1
"MPS","2018/03",1,1,0,0,0,0,0,0,0,1,0
"MRS","2018/03",81,177,104,1,1,83,24,2,52,0,14
"MZA","2018/03",148,222,220,0,1,57,141,1,11,0,11
"RDB","2018/03",4,2,0,0,0,2,0,0,0,0,0
"RNN","2018/03",101,114,78,0,5,27,8,3,51,0,20
"RRC","2018/03",91,142,100,0,2,42,19,1,36,1,41
"TOS","2018/03",35,105,67,0,0,27,44,0,20,0,14
"TSF","2018/03",58,46,0,0,0,6,0,3,7,28,2
"VBS","2018/03",820,845,1,15,817,7,1,2,2,0,1
"AAR","2018/04",75,101,77,0,5,8,21,5,19,0,43
"ADO","2018/04",119,148,18,0,1,38,99,0,10,0,0
"AEP","2018/04",167,187,0,0,28,0,159,0,0,0,0
"AFL","2018/04",111,79,0,0,3,10,29,0,9,26,2
"AMS","2018/04",64,129,113,0,2,51,11,2,49,1,13
"AMV","2018/04",179,182,20,0,0,37,0,10,135,0,0
"APB","2018/04",97,148,133,0,1,45,16,7,52,1,26
"CAC","2018/04",64,80,52,0,0,5,6,2,54,9,1
"CHG","2018/04",96,139,12,0,1,45,0,2,90,0,0
"CPL","2018/04",95,213,192,0,9,89,48,4,24,0,39
"CRC","2018/04",66,87,53,0,0,28,0,3,56,0,0
"DNR","2018/04",68,115,74,0,5,29,3,13,59,5,0
"ENL","2018/04",83,84,46,0,5,10,4,2,36,0,27
"FNB","2018/04",25,29,4,0,0,9,1,0,16,3,0
"FSG","2018/04",110,251,31,0,8,126,64,0,8,1,44
"HFP","2018/04",88,135,126,0,1,53,0,1,75,5,0
"HSS","2018/04",88,160,38,0,3,63,39,0,14,0,40
"IFM","2018/04",100,173,99,0,0,61,47,8,57,0,0
"JLM","2018/04",68,80,75,0,1,15,0,0,28,1,35
"JTA","2018/04",138,191,0,0,57,0,133,0,0,1,0
"KPC","2018/04",3,3,3,0,0,0,0,0,2,0,0
"LAF","2018/04",75,135,121,0,0,47,3,3,81,1,0
"LJS","2018/04",104,108,62,0,0,28,0,1,79,0,0
"LMV","2018/04",74,105,78,0,0,36,1,1,66,1,0
"LRR","2018/04",45,63,0,0,0,9,0,2,39,13,0
"MCG","2018/04",48,97,64,0,4,37,0,10,42,4,0
"MEM","2018/04",70,105,55,0,2,3,0,32,66,0,1
"MLS","2018/04",19,46,40,3,3,24,2,0,14,0,0
"MMM","2018/04",54,68,0,0,1,16,0,1,43,6,1
"MPS","2018/04",4,2,0,0,0,0,0,0,2,0,0
"MRS","2018/04",87,149,84,1,0,60,20,1,51,0,16
"MZA","2018/04",54,87,85,0,2,34,2,0,46,1,1
"RDB","2018/04",11,8,0,0,0,8,0,0,0,0,0
"RNN","2018/04",78,96,65,0,6,16,8,0,39,1,26
"RRC","2018/04",225,343,196,0,1,109,139,1,52,0,41
"TOS","2018/04",25,98,89,0,0,27,14,1,42,0,14
"TSF","2018/04",161,81,0,0,0,10,0,4,14,50,2
"VBS","2018/04",505,521,3,9,503,2,2,0,5,0,0
"AAR","2018/05",63,84,23,0,2,24,15,6,37,0,0
"ADO","2018/05",168,148,109,0,12,38,0,1,95,1,0
"AEP","2018/05",91,157,0,0,72,1,84,0,0,0,0
"AFL","2018/05",123,68,0,0,0,2,15,2,12,34,3
"AMS","2018/05",100,142,92,0,1,38,34,2,58,6,2
"AMV","2018/05",132,141,1,0,1,58,0,1,81,0,0
"APB","2018/05",230,389,237,0,0,165,161,5,56,2,0
"CAC","2018/05",54,87,54,0,1,20,0,10,50,6,0
"CHG","2018/05",63,89,35,0,0,21,1,2,43,2,19
"CPL","2018/05",275,335,75,0,0,80,210,4,41,0,0
"CRC","2018/05",124,153,37,0,3,33,72,5,40,0,0
"DNR","2018/05",56,76,41,0,0,20,0,1,47,8,0
"ENL","2018/05",59,85,23,0,1,26,1,2,34,0,20
"FNB","2018/05",6,8,4,0,0,2,1,0,4,0,0
"FSG","2018/05",102,217,0,0,1,123,77,0,15,0,0
"HFP","2018/05",38,83,83,0,0,46,1,1,35,0,0
"HSS","2018/05",62,119,18,0,0,62,27,0,30,0,0
"IFM","2018/05",53,85,45,0,1,29,12,11,32,0,0
"JLM","2018/05",74,106,83,0,2,19,0,21,56,2,6
"JTA","2018/05",75,131,16,0,34,2,59,17,5,1,13
"KPC","2018/05",187,231,231,8,0,58,20,7,129,4,1
"LJS","2018/05",137,126,74,0,0,21,1,1,102,0,0
"LMV","2018/05",138,140,96,0,3,25,22,2,87,0,1
"LRR","2018/05",113,99,26,0,2,13,1,2,74,7,0
"MCG","2018/05",6,9,0,0,0,0,0,0,5,4,0
"MEM","2018/05",18,22,2,0,0,0,0,8,12,2,0
"MLS","2018/05",107,172,138,0,2,75,1,2,92,0,0
"MMM","2018/05",67,95,0,0,1,25,1,3,42,23,0
"MPS","2018/05",0,3,3,0,0,1,0,1,0,0,0
"MRS","2018/05",74,165,81,1,1,92,9,2,60,0,0
"MZA","2018/05",38,80,45,0,1,31,9,3,34,2,0
"RDB","2018/05",9,9,0,0,0,9,0,0,0,0,0
"RNN","2018/05",68,78,64,2,2,17,0,2,37,0,18
"RRC","2018/05",147,217,76,0,4,86,79,0,45,0,2
"TOS","2018/05",24,84,66,0,0,39,0,3,40,2,0
"TSF","2018/05",60,62,0,0,0,4,0,7,23,12,16
"VBS","2018/05",195,208,27,3,129,34,4,0,8,0,30
"AAR","2018/06",219,147,19,0,1,8,0,9,128,1,0
"ADO","2018/06",153,149,91,0,4,20,18,3,88,0,16
"AEP","2018/06",89,159,0,0,82,0,77,0,0,0,0
"AFL","2018/06",78,57,0,0,2,2,14,3,15,20,1
"AMS","2018/06",82,175,154,0,2,70,7,15,69,1,11
"AMV","2018/06",138,149,26,1,0,64,0,3,81,0,0
"APB","2018/06",113,219,38,0,0,117,46,3,53,0,0
"CAC","2018/06",53,75,64,0,1,7,1,6,53,7,0
"CHG","2018/06",13,18,0,0,3,3,0,0,11,1,0
"CPL","2018/06",92,170,115,0,1,83,26,5,55,0,0
"CRC","2018/06",91,129,94,0,8,35,52,0,34,0,0
"DNR","2018/06",71,91,81,0,1,22,0,1,65,2,0
"ENL","2018/06",315,227,69,0,3,36,16,2,152,1,17
"FNB","2018/06",11,3,3,0,0,0,0,0,3,0,0
"FSG","2018/06",186,250,28,0,0,80,126,1,26,0,17
"HFP","2018/06",73,97,65,0,1,30,0,1,64,1,0
"HSS","2018/06",79,154,41,0,9,59,43,2,30,1,9
"IFM","2018/06",45,118,50,1,0,16,0,37,53,0,11
"JLM","2018/06",78,118,46,0,4,16,2,18,64,3,11
"JTA","2018/06",95,132,0,0,36,0,90,1,2,3,0
"KPC","2018/06",161,177,177,0,0,38,5,12,97,2,23
"LAF","2018/06",26,85,85,0,0,58,0,0,27,0,0
"LJS","2018/06",126,99,25,0,1,9,6,4,78,0,1
"LMV","2018/06",60,107,81,0,1,50,2,0,52,0,2
"LRR","2018/06",50,68,0,0,1,23,1,4,31,7,1
"MCG","2018/06",26,48,0,0,0,18,1,4,23,2,0
"MEM","2018/06",116,166,118,0,8,36,36,19,67,0,0
"MLS","2018/06",63,113,72,0,1,46,0,3,63,0,0
"MMM","2018/06",45,61,0,0,0,12,3,2,25,19,0
"MRS","2018/06",79,151,122,0,3,69,23,1,46,0,9
"MZA","2018/06",80,121,91,0,5,23,23,7,52,0,11
"RDB","2018/06",4,4,0,1,0,3,0,0,0,0,0
"RNN","2018/06",71,73,68,0,1,18,7,3,24,2,18
"RRC","2018/06",149,269,192,0,1,127,94,3,43,1,0
"TOS","2018/06",7,98,23,0,1,66,0,2,25,4,0
"TSF","2018/06",80,54,0,0,0,8,0,3,10,30,3
"VBS","2018/06",291,293,24,1,262,2,0,1,7,2,18
"AAR","2018/07",76,43,0,0,2,1,0,0,40,0,0
"ADO","2018/07",107,133,117,0,14,36,0,2,79,1,0
"AEP","2018/07",125,257,0,0,142,0,115,0,0,0,0
"AFL","2018/07",52,42,0,0,0,0,14,1,7,20,0
"AMS","2018/07",46,103,89,0,1,52,0,5,44,0,0
"AMV","2018/07",209,243,106,0,0,71,47,0,125,0,0
"APB","2018/07",48,79,62,0,0,38,1,3,36,1,0
"CAC","2018/07",58,83,63,0,3,9,3,5,49,14,0
"CHG","2018/07",7,20,8,0,0,10,0,0,10,0,0
"CPL","2018/07",54,122,120,0,0,68,51,1,2,0,0
"CRC","2018/07",117,156,6,0,2,39,97,1,17,0,0
"DNR","2018/07",70,90,83,0,1,17,0,3,68,1,0
"ENL","2018/07",4,8,0,0,3,0,0,0,1,0,4
"FNB","2018/07",7,11,1,0,0,0,0,3,2,4,1
"FSG","2018/07",108,92,16,0,4,17,13,0,37,0,19
"HFP","2018/07",82,159,109,0,3,77,0,0,78,0,0
"HSS","2018/07",48,112,11,0,6,55,11,1,28,0,11
"IFM","2018/07",66,169,164,0,2,99,44,3,21,0,0
"JLM","2018/07",11,27,4,0,9,0,0,0,14,4,0
"JTA","2018/07",109,173,2,0,57,0,98,2,8,5,3
"KPC","2018/07",99,143,143,0,2,50,13,0,74,1,2
"LJS","2018/07",182,162,76,0,0,25,1,2,132,0,1
"LMV","2018/07",25,20,20,0,0,2,0,0,18,0,0
"LRR","2018/07",79,93,40,0,2,18,0,3,63,7,0
"MCG","2018/07",97,159,53,0,1,51,0,28,77,1,1
"MEM","2018/07",56,123,39,0,1,17,1,57,45,1,1
"MLS","2018/07",84,139,99,1,3,56,0,6,69,4,0
"MMM","2018/07",27,55,0,0,1,26,2,0,18,8,0
"MPS","2018/07",1,1,0,0,0,0,1,0,0,0,0
"MRS","2018/07",80,108,51,1,0,34,27,2,43,1,0
"MZA","2018/07",82,134,77,0,21,58,4,3,48,0,0
"RDB","2018/07",2,1,0,0,0,1,0,0,0,0,0
"RNN","2018/07",3,1,1,0,0,0,0,0,0,0,1
"RRC","2018/07",67,129,0,0,1,66,49,0,12,1,0
"TOS","2018/07",16,112,64,0,4,54,23,1,27,2,0
"TSF","2018/07",98,72,0,0,1,4,0,6,11,49,1
"VBS","2018/07",22,23,2,0,20,0,0,0,3,0,0
"AAR","2018/08",105,158,157,0,4,53,0,4,78,3,15
"ADO","2018/08",136,205,170,14,10,40,26,6,88,2,18
"AEP","2018/08",143,253,0,0,112,0,141,0,0,0,0
"AFL","2018/08",138,133,0,0,25,0,44,10,15,24,13
"AMS","2018/08",99,224,188,0,1,87,4,8,90,6,28
"AMV","2018/08",187,250,82,0,0,104,47,2,97,0,0
"APB","2018/08",123,181,129,0,2,65,6,6,91,1,10
"CAC","2018/08",74,103,73,0,0,11,2,15,73,2,0
"CHG","2018/08",40,79,1,0,5,37,0,0,32,1,0
"CPL","2018/08",272,403,281,0,6,128,220,9,40,0,0
"CRC","2018/08",182,222,93,0,0,39,106,8,63,1,1
"DNR","2018/08",48,129,20,0,71,7,27,2,19,3,0
"ENL","2018/08",91,118,32,0,8,17,10,1,51,0,31
"FNB","2018/08",37,11,11,0,0,1,3,0,7,0,0
"FSG","2018/08",34,26,0,0,4,3,0,1,17,0,1
"HFP","2018/08",50,119,26,0,4,55,14,1,44,1,0
"HSS","2018/08",143,230,1,0,1,96,95,0,37,1,0
"IFM","2018/08",59,98,51,0,0,33,11,3,40,0,11
"JLM","2018/08",138,156,33,0,1,32,0,17,82,2,22
"JTA","2018/08",93,144,69,0,12,34,42,3,37,3,13
"KPC","2018/08",110,132,132,0,3,35,1,7,75,2,9
"LAF","2018/08",27,56,17,0,0,23,0,1,31,1,0
"LJS","2018/08",79,82,43,0,3,8,1,9,26,1,34
"LMV","2018/08",108,133,93,0,0,41,3,0,88,0,1
"LRR","2018/08",39,77,39,0,3,21,0,7,38,7,1
"MCG","2018/08",76,178,133,0,5,88,1,13,70,1,0
"MEM","2018/08",39,91,34,0,0,1,0,54,36,0,0
"MLS","2018/08",101,184,113,0,2,81,0,5,96,0,0
"MMM","2018/08",54,76,0,0,0,19,0,1,48,6,2
"MRS","2018/08",121,221,89,3,0,104,29,2,80,2,0
"MZA","2018/08",114,143,50,0,15,17,26,0,68,0,17
"RDB","2018/08",17,15,0,0,0,15,0,0,0,0,0
"RNN","2018/08",114,117,85,0,0,12,11,1,91,0,1
"RRC","2018/08",158,356,209,0,1,208,88,2,57,0,0
"TOS","2018/08",17,81,16,0,0,37,6,1,36,1,0
"TSF","2018/08",87,64,0,0,0,18,0,3,9,30,4
"VBS","2018/08",431,423,0,7,388,0,3,1,18,6,0
"AAR","2018/09",150,150,77,0,4,40,3,2,95,6,0
"ADO","2018/09",96,102,85,0,4,22,0,9,67,0,0
"AEP","2018/09",139,262,0,0,123,0,139,0,0,0,0
"AFL","2018/09",83,81,0,0,21,13,2,0,18,24,2
"AMS","2018/09",63,98,64,0,0,31,0,3,64,0,0
"AMV","2018/09",147,142,55,0,2,24,0,3,112,1,0
"APB","2018/09",125,160,111,0,0,72,16,1,68,3,0
"CAC","2018/09",28,80,55,0,2,34,0,8,33,3,0
"CHG","2018/09",46,107,27,0,4,61,0,2,40,0,0
"CPL","2018/09",101,143,65,6,6,68,1,5,50,7,0
"CRC","2018/09",55,98,9,0,1,42,3,0,52,0,0
"DNR","2018/09",85,85,0,0,85,0,0,0,0,0,0
"ENL","2018/09",134,207,170,1,5,90,4,10,97,0,0
"FNB","2018/09",6,7,0,0,0,5,0,1,1,0,0
"FSG","2018/09",207,325,56,0,8,174,88,0,52,2,1
"HFP","2018/09",37,44,32,0,0,12,0,0,30,1,0
"HSS","2018/09",128,250,75,0,5,116,62,6,58,1,0
"IFM","2018/09",55,67,0,0,1,15,0,1,50,0,0
"JLM","2018/09",209,274,87,0,4,67,0,3,188,9,3
"JTA","2018/09",69,103,50,0,2,17,20,6,52,6,0
"KPC","2018/09",68,154,138,0,1,85,17,4,45,2,0
"LAF","2018/09",34,84,28,0,3,40,0,2,33,5,1
"LJS","2018/09",137,97,83,0,0,18,0,0,69,10,0
"LMV","2018/09",94,106,91,0,0,30,0,0,76,0,0
"LRR","2018/09",82,94,65,0,2,28,0,4,54,4,2
"MCG","2018/09",76,150,110,0,0,61,15,14,57,2,1
"MEM","2018/09",119,146,137,0,2,14,91,12,24,2,1
"MLS","2018/09",47,84,52,0,1,32,0,4,46,1,0
"MMM","2018/09",45,66,0,0,1,16,3,2,27,14,1
"MPS","2018/09",0,1,0,0,0,0,0,0,1,0,0
"MRS","2018/09",108,175,158,2,3,71,52,1,43,3,0
"MZA","2018/09",70,133,124,0,1,61,2,7,62,0,0
"RDB","2018/09",3,1,0,0,0,1,0,0,0,0,0
"RNN","2018/09",149,194,109,0,9,73,0,4,96,12,0
"RRC","2018/09",271,333,204,0,0,123,60,2,147,1,0
"TOS","2018/09",30,80,33,0,2,27,0,3,45,3,0
"TSF","2018/09",46,53,0,0,0,2,0,12,17,20,2
"VBS","2018/09",165,167,2,4,147,1,1,2,4,3,5
"AAR","2018/10",112,116,27,0,12,14,2,10,74,2,0
"ADO","2018/10",166,150,52,0,6,56,1,4,82,1,0
"AEP","2018/10",125,238,0,0,125,0,113,0,0,0,0
"AFL","2018/10",132,84,0,0,8,5,3,2,22,33,11
"AMS","2018/10",65,160,141,0,0,90,0,1,63,3,3
"AMV","2018/10",191,209,27,0,1,43,1,1,162,0,0
"APB","2018/10",146,232,122,0,1,110,22,8,91,0,0
"BBV","2018/10",68,73,0,0,0,15,12,1,28,14,3
"CAC","2018/10",90,120,0,0,0,36,1,6,57,3,17
"CHG","2018/10",133,233,88,0,2,102,2,5,122,0,0
"CPL","2018/10",198,332,156,0,8,132,159,3,30,0,0
"CRC","2018/10",96,137,59,0,2,35,8,6,80,0,1
"DNR","2018/10",114,115,0,1,114,0,0,0,0,0,0
"ENL","2018/10",175,171,57,0,9,56,3,2,96,4,1
"FNB","2018/10",21,7,6,0,0,0,1,0,3,1,2
"FSG","2018/10",224,408,0,0,15,184,205,0,4,0,0
"HFP","2018/10",67,117,103,0,1,53,0,0,63,0,0
"HSS","2018/10",94,119,53,0,7,35,3,0,74,0,0
"IFM","2018/10",132,221,217,0,0,104,43,5,67,2,0
"JLM","2018/10",53,68,35,0,0,9,0,4,45,4,5
"JTA","2018/10",68,141,46,0,29,34,56,9,12,1,0
"KPC","2018/10",154,200,195,0,1,87,0,2,102,7,0
"LAF","2018/10",32,106,93,0,1,48,0,3,51,2,1
"LJS","2018/10",123,125,97,0,1,42,1,0,81,0,0
"LMV","2018/10",109,124,92,0,0,35,3,0,81,0,3
"LRR","2018/10",70,95,32,0,4,16,0,5,51,15,4
"MCG","2018/10",65,84,51,0,2,21,0,8,48,5,0
"MEM","2018/10",29,48,33,0,0,5,10,18,14,1,0
"MLS","2018/10",68,114,83,0,1,45,0,4,59,5,0
"MMM","2018/10",54,88,0,0,2,25,1,9,30,14,6
"MPS","2018/10",1,2,0,0,1,0,0,0,1,0,0
"MRS","2018/10",99,215,128,3,0,118,22,2,62,7,1
"MZA","2018/10",81,126,86,0,7,45,3,4,67,0,0
"RDB","2018/10",4,4,0,0,0,4,0,0,0,0,0
"RNN","2018/10",222,244,85,0,1,31,1,11,195,2,1
"RRC","2018/10",183,356,248,0,7,183,116,0,50,0,0
"TOS","2018/10",89,179,81,0,10,86,0,1,78,2,0
"TSF","2018/10",101,92,0,0,0,6,4,6,27,45,4
"VBS","2018/10",418,448,46,18,366,5,1,16,36,2,4
"AAR","2018/11",100,123,93,0,5,39,17,2,60,0,0
"ADO","2018/11",109,96,92,0,2,16,4,0,65,1,8
"AEP","2018/11",197,419,0,0,234,0,185,0,0,0,0
"AFL","2018/11",83,55,0,0,11,1,1,0,20,21,1
"AMS","2018/11",72,155,151,0,1,73,3,5,70,3,0
"AMV","2018/11",158,160,58,0,0,16,0,22,122,0,0
"APB","2018/11",88,198,51,0,0,112,47,4,35,0,0
"BBV","2018/11",44,56,0,0,0,14,2,2,31,7,0
"CAC","2018/11",33,57,36,0,0,22,1,2,31,1,0
"CHG","2018/11",58,95,93,0,0,41,0,6,47,1,0
"CPL","2018/11",108,115,111,0,1,43,0,8,57,6,0
"CRC","2018/11",67,79,68,0,0,25,3,1,50,0,0
"DNR","2018/11",85,85,0,0,0,85,0,0,0,0,0
"ENL","2018/11",127,155,153,0,2,68,4,2,75,3,0
"FSG","2018/11",148,149,93,0,7,50,21,1,69,1,0
"HFP","2018/11",41,106,101,0,1,53,0,13,39,0,0
"HSS","2018/11",77,100,82,0,0,39,0,1,48,12,0
"IFM","2018/11",68,103,82,0,3,39,17,5,37,2,0
"JLM","2018/11",90,119,110,1,0,32,4,10,72,0,0
"JTA","2018/11",41,77,48,0,2,30,26,7,10,2,0
"KPC","2018/11",155,173,172,5,0,49,0,2,116,1,0
"LAF","2018/11",36,119,104,0,1,76,2,4,31,4,1
"LJS","2018/11",96,87,61,0,1,13,0,1,70,2,0
"LMV","2018/11",78,93,88,0,0,28,1,1,62,1,0
"LRR","2018/11",164,148,93,0,1,32,3,9,98,4,0
"MCG","2018/11",91,152,74,1,4,49,3,13,79,3,0
"MEM","2018/11",64,85,67,0,0,13,14,7,50,0,0
"MLS","2018/11",92,149,144,0,2,59,3,7,71,7,0
"MMM","2018/11",70,81,0,3,35,15,1,1,16,10,0
"MPS","2018/11",11,11,3,0,0,0,5,1,0,4,0
"MRS","2018/11",102,134,74,0,1,34,66,2,29,1,0
"MZA","2018/11",75,119,117,0,3,54,6,1,50,2,3
"RDB","2018/11",7,5,0,0,0,5,0,0,0,0,0
"RNN","2018/11",68,97,91,0,0,33,3,12,44,1,3
"RRC","2018/11",111,148,144,0,6,60,11,0,67,3,1
"TOS","2018/11",20,46,38,0,1,25,0,0,20,0,0
"TSF","2018/11",76,63,0,0,1,29,0,0,22,10,1
"VBS","2018/11",279,285,2,3,272,1,0,1,3,2,1
"AAR","2018/12",64,80,56,0,0,7,4,18,49,0,2
"ADO","2018/12",64,58,58,0,0,9,1,1,46,0,1
"AEP","2018/12",52,91,0,0,43,0,48,0,0,0,0
"AFL","2018/12",81,64,0,0,24,2,10,0,4,24,0
"AMS","2018/12",71,134,134,0,0,48,17,2,38,0,29
"AMV","2018/12",38,31,29,0,0,8,1,0,22,0,0
"APB","2018/12",93,158,133,0,0,77,26,3,52,0,0
"BBV","2018/12",27,39,0,0,0,19,2,0,14,4,0
"CAC","2018/12",69,71,0,0,1,3,1,2,62,1,0
"CHG","2018/12",75,122,19,0,4,42,0,2,72,0,2
"CPL","2018/12",110,188,184,0,1,70,16,1,73,0,27
"CRC","2018/12",145,170,129,0,1,25,136,0,7,0,1
"DNR","2018/12",50,72,1,0,5,16,1,2,46,2,0
"ENL","2018/12",82,106,44,0,7,13,23,0,36,6,20
"FNB","2018/12",0,1,0,0,0,0,0,0,1,0,0
"FSG","2018/12",126,111,5,0,6,67,21,0,15,2,0
"HFP","2018/12",66,111,77,0,4,51,0,4,52,0,0
"HSS","2018/12",82,132,1,0,9,47,36,2,34,3,0
"IFM","2018/12",114,106,1,0,8,20,1,17,60,0,0
"JAL","2018/12",2,2,0,0,0,0,2,0,0,0,0
"JLM","2018/12",80,99,95,0,1,9,21,0,38,0,30
"JTA","2018/12",40,56,20,0,5,8,30,2,10,1,0
"KPC","2018/12",65,102,102,0,2,33,8,2,31,2,24
"LAF","2018/12",40,81,58,0,0,50,0,0,18,13,0
